iter	RMSE
403	0.02466589589
404	0.02462457191
405	0.02457530531
406	0.02452834401
407	0.0244842126
408	0.02444440844
409	0.02439830984
410	0.0243730723
411	0.02433376341
412	0.02428446451
413	0.02423762542
414	0.0241931978
415	0.02414677707
416	0.02413858619
417	0.02410602571
418	0.02407017567
419	0.02403374466
420	0.02402578772
421	0.02398852206
422	0.0239463311
423	0.02391147048
424	0.02388813343
425	0.02385341555
426	0.02382144766
427	0.02378293603
428	0.02374367789
429	0.02369087407
430	0.02367319952
431	0.02363801183
432	0.02362085079
433	0.02358227149
434	0.02354859857
435	0.02354194469
436	0.02350510014
437	0.02347620966
438	0.02342870196
439	0.02337709894
440	0.0233274733
441	0.02327723218
442	0.02322999086
443	0.02319564847
444	0.02315158907
445	0.02310770424
446	0.02306950682
447	0.02303562906
448	0.02299502117
449	0.02293706041
450	0.02287999931
451	0.02283605803
452	0.02282072655
453	0.0227885993
454	0.02275531909
455	0.02274597284
456	0.02272441548
457	0.02268389577
458	0.02264227082
459	0.02260240032
460	0.02258153105
461	0.02256517011
462	0.02252300921
463	0.02248737552
464	0.02246886961
465	0.02243209338
466	0.02239781872
467	0.022366798
468	0.02233132036
469	0.02230712575
470	0.02229905838
471	0.0222572578
472	0.02221711264
473	0.02218779992
474	0.02212914919
475	0.02209150317
476	0.02206029413
477	0.02205610174
478	0.02200707027
479	0.02196564402
480	0.02191490599
481	0.02186038024
482	0.02183191426
483	0.02179029198
484	0.02174599818
485	0.02171784032
486	0.02167452178
487	0.02167130622
488	0.02163238325
489	0.02160171579
490	0.02156946409
491	0.02153096479
492	0.02148575822
493	0.02146993624
494	0.02146465236
495	0.02142545811
496	0.02138449634
497	0.02135220886
498	0.02131236982
499	0.02126060246
500	0.02123610282
501	0.02119980919
502	0.02116522399
503	0.02115902305
504	0.02111377852
505	0.02105747201
506	0.02105213665
507	0.02101083442
508	0.0209664624
509	0.02092172857
510	0.02088831143
511	0.02087157011
512	0.02086722516
513	0.0208597343
514	0.02085696714
515	0.02085263183
516	0.0208457782
517	0.02079813999
518	0.02076214863
519	0.020733548
520	0.02069754269
521	0.02069232996
522	0.02066281159
523	0.02062420571
524	0.02058070084
525	0.02057797114
526	0.02055558876
527	0.02050653435
528	0.02050098097
529	0.0204754416
530	0.02043058693
531	0.02040884955
532	0.02040497598
533	0.02036961899
534	0.0203659371
535	0.0203366078
536	0.02031769789
537	0.02029111147
538	0.02026415656
539	0.02022408522
540	0.02018877455
541	0.02018249567
542	0.02016731525
543	0.02012082863
544	0.02007777647
545	0.02005695458
546	0.0200272718
547	0.02000879937
548	0.01998517646
549	0.0199807748
550	0.01997703346
551	0.01993102003
552	0.019928477
553	0.01990380533
554	0.01986659173
555	0.01983195416
556	0.0198124178
557	0.01977302744
558	0.0197448825
559	0.01974142744
560	0.01972201671
561	0.01969946739
562	0.01967006241
563	0.01963831987
564	0.01963137573
565	0.01959987983
566	0.01957200601
567	0.01955080662
568	0.01951854099
569	0.01947948143
570	0.01943793885
571	0.01939817329
572	0.01936859132
573	0.01933885319
574	0.01932177891
575	0.01928588715
576	0.01925212403
577	0.01921316414
578	0.01919308869
579	0.01917754676
580	0.01917251473
581	0.01916810189
582	0.01913711193
583	0.01910929222
584	0.0190866264
585	0.01905851637
586	0.01902020895
587	0.01899493824
588	0.01898002677
589	0.01897765949
590	0.01894787985
591	0.0189225277
592	0.01889263788
593	0.01886381767
594	0.01883719839
595	0.01880766223
596	0.01877823528
597	0.01877556746
598	0.01874554634
599	0.01872189656
600	0.01868939771
601	0.01865956792
602	0.01865561886
603	0.01862149896
604	0.01859343572
605	0.0185700927
606	0.01854171556
607	0.01851999109
608	0.01850086913
609	0.01846806563
610	0.01843888342
611	0.01843216546
612	0.01842999602
613	0.01840087803
614	0.01836456008
615	0.01833469217
616	0.01829367665
617	0.0182845749
618	0.01828244629
619	0.01825806584
620	0.01821907755
621	0.01819083553
622	0.01816268369
623	0.01814755157
624	0.01812851763
625	0.01809430167
626	0.01807112824
627	0.01803569507
628	0.01801255372
629	0.01799534884
630	0.01795536883
631	0.01794425425
632	0.01791183839
633	0.01788300297
634	0.01783352169
635	0.0178143016
636	0.01779461706
637	0.01776291339
638	0.01776043621
639	0.01774421939
640	0.01771614596
641	0.01769590237
642	0.0176797159
643	0.01766244373
644	0.01762644256
645	0.01760298437
646	0.01760058887
647	0.01759545777
648	0.01755940462
649	0.01755705097
650	0.01754056324
651	0.01752567723
652	0.01749975108
653	0.01745855705
654	0.01744505462
655	0.01742196723
656	0.01738467873
657	0.01735928682
658	0.01731864647
659	0.0173084196
660	0.01728036912
661	0.01726600984
662	0.01723388734
663	0.0172235455
664	0.01719272726
665	0.01715978576
666	0.01713685294
667	0.01710210019
668	0.01706290288
669	0.01702457831
670	0.01701475629
671	0.01698168124
672	0.01696575467
673	0.01695295842
674	0.01692656182
675	0.01689433703
676	0.01686848403
677	0.0168559563
678	0.01682515545
679	0.01680282567
680	0.01678223123
681	0.01676178066
682	0.01673744666
683	0.01673562015
684	0.01673382891
685	0.01671334264
686	0.01668836281
687	0.01664930856
688	0.01661844719
689	0.01658473033
690	0.0165710678
691	0.01654367459
692	0.01653914229
693	0.0165229867
694	0.01651003872
695	0.01646985025
696	0.01646811169
697	0.01644925845
698	0.01641926912
699	0.016408679
700	0.01639765998
701	0.01637971928
702	0.01635223146
703	0.01633667667
704	0.01631475521
705	0.01629552716
706	0.01629401865
707	0.01627310288
708	0.01624363803
709	0.01621606513
710	0.01618973415
711	0.01615606667
712	0.01612578294
713	0.01610842934
714	0.01610682433
715	0.01608211453
716	0.01606106371
717	0.01605944041
718	0.01603060397
719	0.01602022589
720	0.015996604
721	0.01596575807
722	0.01593467561
723	0.01593033798
724	0.01592733358
725	0.01591024106
726	0.01588181214
727	0.01587114428
728	0.01584672562
729	0.01582597829
730	0.01579510575
731	0.01577396781
732	0.01576654298
733	0.01574101535
734	0.01572573103
735	0.01571653691
736	0.01568092526
737	0.01565455201
738	0.01563238889
739	0.0156125751
740	0.01561118885
741	0.01559561942
742	0.01558186916
743	0.0155471069
744	0.01553476557
745	0.015533368
746	0.01551329344
747	0.01549219665
748	0.01546328579
749	0.01544091932
750	0.01541071012
751	0.01538793189
752	0.015366496
753	0.01533949241
754	0.01533816676
755	0.01531442861
756	0.01528144989
757	0.01525821037
758	0.01523819905
759	0.01521852575
760	0.01520007431
761	0.01519893734
762	0.01518180148
763	0.01515739901
764	0.01513985215
765	0.01513824
766	0.01512365085
767	0.01511029873
768	0.01510669764
769	0.01509696396
770	0.01509431657
771	0.01509322737
772	0.01507475484
773	0.01507345253
774	0.01504938313
775	0.01503331207
776	0.01500059341
777	0.01497594301
778	0.01497278148
779	0.01495193209
780	0.01494876822
781	0.01493192685
782	0.0149207051
783	0.01488739916
784	0.01485506263
785	0.01483248697
786	0.01481965695
787	0.01480935806
788	0.01477735964
789	0.01474184267
790	0.01472789998
791	0.01471871508
792	0.01470601635
793	0.01470434443
794	0.01469335706
795	0.01468965793
796	0.01465781831
797	0.01464084623
798	0.01463357619
799	0.01462006564
800	0.01459953597
801	0.01457675623
802	0.01455399181
803	0.01455118296
804	0.0145332898
805	0.01453042812
806	0.01450951864
807	0.01449385935
808	0.01447722484
809	0.01445033097
810	0.01443492921
811	0.0144157526
812	0.01441401306
813	0.0143960638
814	0.01439458475
815	0.01437078717
816	0.01435731981
817	0.01434505558
818	0.01432035111
819	0.01430475278
820	0.01428397329
821	0.01428257104
822	0.01426700249
823	0.01425296584
824	0.01424823388
825	0.01422928178
826	0.01421547381
827	0.01419747261
828	0.01416855188
829	0.01415833876
830	0.01414479772
831	0.0141212739
832	0.01412039595
833	0.01410279893
834	0.01407473918
835	0.01404974108
836	0.01404327955
837	0.01402959273
838	0.01402865212
839	0.01401007547
840	0.01399229961
841	0.01397804742
842	0.01395878267
843	0.01394618251
844	0.01393617964
845	0.01391380363
846	0.01389436503
847	0.01389321893
848	0.01388424213
849	0.01385746173
850	0.01383787718
851	0.01381610141
852	0.01381221758
853	0.01379744904
854	0.01376955894
855	0.01375188302
856	0.01375097974
857	0.01373723887
858	0.01370819525
859	0.01367176837
860	0.01367092527
861	0.01366277351
862	0.01364877434
863	0.01361981473
864	0.01360567898
865	0.01359687308
866	0.01358282019
867	0.01357406271
868	0.01356569692
869	0.01354176689
870	0.01352543361
871	0.01350914832
872	0.01349973978
873	0.01348021872
874	0.01347851225
875	0.01345663464
876	0.01343772909
877	0.01343545194
878	0.01340476757
879	0.01338380547
880	0.01337287721
881	0.01336183504
882	0.0133518212
883	0.01333242093
884	0.01332139218
885	0.01329423195
886	0.01329201846
887	0.01327081219
888	0.01325501608
889	0.01323512057
890	0.01321401502
891	0.01321047781
892	0.01318659145
893	0.01317232437
894	0.01317143071
895	0.01314061066
896	0.01313880981
897	0.01313054533
898	0.01312294203
899	0.0131081633
900	0.01309235873
901	0.01306723834
902	0.01304459984
903	0.01304116984
904	0.01301005449
905	0.0129932441
906	0.01298849491
907	0.01296831492
908	0.01295912551
909	0.01295314999
910	0.01293530621
911	0.01293208673
912	0.01292223662
913	0.01291452288
914	0.01289646392
915	0.01289574114
916	0.0128950358
917	0.01288586514
918	0.01287984548
919	0.01285977697
920	0.01284245767
921	0.01282490755
922	0.01281123826
923	0.01280948007
924	0.01279548165
925	0.01277655623
926	0.01276263216
927	0.01274115919
928	0.01273899337
929	0.01272868169
930	0.01272148678
931	0.01270740335
932	0.01268550078
933	0.01266968475
934	0.01266035613
935	0.01265361354
936	0.0126312369
937	0.01262129801
938	0.01261765342
939	0.0125980216
940	0.01258422981
941	0.01257539317
942	0.0125677184
943	0.01255726645
944	0.01253144522
945	0.01252617697
946	0.01252230885
947	0.01249779504
948	0.01247302883
949	0.01246053473
950	0.01244368083
951	0.0124310976
952	0.01240792592
953	0.0124015234
954	0.0123789193
955	0.01236814741
956	0.01235771229
957	0.01233614602
958	0.01231856012
959	0.01230937902
960	0.01229725502
961	0.01228716291
962	0.01226197285
963	0.0122362124
964	0.01223524016
965	0.01221903081
966	0.01220573575
967	0.01219859486
968	0.01218702168
969	0.01218350814
970	0.01216454228
971	0.01215282699
972	0.0121514324
973	0.01213883469
974	0.01212578595
975	0.01212523066
976	0.01211863454
977	0.01210252042
978	0.01208777414
979	0.01208163615
980	0.01206818197
981	0.01205025954
982	0.01204360827
983	0.01203071858
984	0.01201843482
985	0.01199831366
986	0.01198936838
987	0.01197846769
988	0.01196339869
989	0.01195795879
990	0.01194356239
991	0.011930223
992	0.01190931388
993	0.0118943912
994	0.01188026169
995	0.01186911252
996	0.01185495689
997	0.01183192943
998	0.01182039108
999	0.01180358611
3
999	0.01193240577
227967409
