iter	RMSE
0	0.1548342075
1	0.1507680117
2	0.1465103371
3	0.1426831652
4	0.139271706
5	0.1356659246
6	0.1320883317
7	0.1288353009
8	0.1256084479
9	0.122655279
10	0.119993011
11	0.1169623803
12	0.1142663524
13	0.1113656694
14	0.1087603657
15	0.1062708301
16	0.1039937942
17	0.101684332
18	0.09952811184
19	0.09751892522
20	0.09563074533
21	0.09375031424
22	0.09185705122
23	0.09017799281
24	0.08845778696
25	0.08676542677
26	0.08536157419
27	0.08391228734
28	0.08245544934
29	0.08088506059
30	0.07944748623
31	0.07809704033
32	0.07696384698
33	0.07565725425
34	0.07437380152
35	0.07316841638
36	0.07214378668
37	0.07097514696
38	0.07005230422
39	0.06913267935
40	0.06825069333
41	0.06731225446
42	0.06649950196
43	0.06556451579
44	0.06479411434
45	0.06403860445
46	0.06334556684
47	0.0626559857
48	0.06197324234
49	0.06134464687
50	0.06076579769
51	0.0602437792
52	0.0596661156
53	0.05907886848
54	0.05856216439
55	0.05801301757
56	0.05750533161
57	0.05704592185
58	0.05652745407
59	0.05607627319
60	0.0556249013
61	0.05518715179
62	0.05477113931
63	0.05435482927
64	0.05396194606
65	0.05355884452
66	0.05318661693
67	0.05277009148
68	0.05244416459
69	0.05212364582
70	0.05178815418
71	0.05141454759
72	0.05109580096
73	0.05047618174
74	0.05018899933
75	0.04985112291776	0.04954385601777	0.04927712474778	0.04901031187779	0.04879352629880	0.04848431295881	0.04819566992882	0.0479366097
83	0.04770063829
84	0.04750264266
85	0.04729284245
86	0.04707231075
87	0.04685146768
88	0.04663644006
89	0.04642977555
90	0.04623891359
91	0.04607285666
92	0.0459135054
93	0.0456951212
94	0.04554128539
95	0.04538734862
96	0.04526473706
97	0.04510398511
98	0.0449116344
99	0.04477052946
100	0.04462967136
101	0.04445168473
102	0.04428931937
103	0.04412040714
104	0.04393235308
105	0.04379565133
106	0.0436511771
107	0.04348898004
10108	0.043698106010109	0.043541988811110	0.043377257811111	0.043247209511112	0.043126556511113	0.0429845125114	0.04265588562
115	0.04254985676
116	0.04241036112
117	0.04232711146
118	0.04222121255
119	0.04208534408
120	0.04197150987
121	0.04189877727
122	0.04179042419
123	0.04167275878
124	0.04156684795
125	0.04147159035
126	0.04138355162
127	0.04124199622
128	0.04111220861
129	0.04104960485
130	0.04095184227
131	0.04085972484
132	0.04073403847
133	0.04062971199
134	0.04049159028
135	0.04036462785
136	0.04023101181
137	0.04016304372
138	0.04005637592
139	0.03995193653
140	0.03983232297
141	0.03974520274
142	0.03969217558
143	0.03964369853
144	0.03951717915
145	0.03945186276
146	0.03938481158
147	0.03931152369
148	0.03918872134
149	0.03910667589
150	0.03903674117
151	0.03895331989
152	0.03886093109
153	0.0387572128
154	0.03865416005
155	0.03856266811
156	0.03849160859
157	0.03841968421
158	0.03834691158
159	0.03827038611
160	0.03816840482
161	0.03809106727
162	0.03801534027
163	0.03793262103
164	0.0378373317
165	0.03777099925
166	0.03771499966
167	0.03761895354
168	0.03752723393
169	0.03745655721
170	0.03734892876
171	0.03728023787
172	0.03723108963
173	0.03716370986
174	0.03708521078
175	0.03700093395
176	0.0369635258
177	0.03686268985
178	0.03677296881
179	0.03667723834
180	0.0366175778
181	0.03651811986
182	0.03642870785
183	0.03636028677
184	0.03628095962
185	0.03620582491
186	0.03618732085
187	0.03613892105
188	0.0360183541
189	0.03592980133
190	0.0358564787
191	0.03578703415
192	0.03572769256
193	0.03566796174
194	0.03561933713
195	0.0355718791
196	0.03553802366
197	0.03549724936
198	0.035417713
199	0.03530913086
200	0.03525434339
201	0.03516180645
202	0.03509497874
203	0.03504760909
204	0.03497612836
205	0.03491690806
206	0.0348145152
207	0.03474216831
208	0.03467398021
209	0.03459352011
210	0.0345509545
211	0.03450120802
212	0.0344676764
213	0.03438178524
214	0.03432264588
215	0.03426817976
216	0.03423509313
217	0.03414715779
218	0.0341056324
219	0.03402364086
220	0.0339576867
221	0.03387956911
222	0.03380048296
223	0.03372930457
224	0.03365188274
225	0.03358714801
226	0.03354450426
227	0.03351607367
228	0.03343389601
229	0.03340250181
230	0.03335794022
231	0.03326431979
232	0.03324233486
233	0.03321356179
234	0.03313770574
235	0.03310037716
236	0.03305363955
237	0.03294730471
238	0.032923217
239	0.03284026088
240	0.03279104484
241	0.03269800723
242	0.03267604918
243	0.03265544466
244	0.03262766999
245	0.03256241975
246	0.03253171197
247	0.0324587925
248	0.03243732226
249	0.03234041801
250	0.03225571191
251	0.03223352141
252	0.0321526317
253	0.03205566348
254	0.03197756509
255	0.0319490736
256	0.03187005116
257	0.03180034352
258	0.03170072619
259	0.03162349266
260	0.03160218159
261	0.0315254358
262	0.03144750009
263	0.03136489525
264	0.03133177212
265	0.03131369887
266	0.03124575427
267	0.03118781521
268	0.03113887009
269	0.03105888702
270	0.03097756227
271	0.03092089862
272	0.03082448389
273	0.03079689968
274	0.03073616876
275	0.03067367213
276	0.03059977168
277	0.03057031672
278	0.03050184093
279	0.03044973262
280	0.0303870509
281	0.0303348624
282	0.03027633596
283	0.03025524048
284	0.03023855719
285	0.03019061725
286	0.03017444664
287	0.03011131345
288	0.03005657428
289	0.03001119137
290	0.02997561868
291	0.02988876411
292	0.02982633695
293	0.0297356589
294	0.02967217899
295	0.02961035746
296	0.02956751928
297	0.0295323611
298	0.02947593467
299	0.0294259498
300	0.02938050191
301	0.02933633527
302	0.02926229123
303	0.02924772342
304	0.02922560729
305	0.02918898897
306	0.02913824504
307	0.02908849161
308	0.02904464589
309	0.02897466422
310	0.02891716318
311	0.0288506719
312	0.02878738181
313	0.0287231439
314	0.02870760131
315	0.02865238877
316	0.02860207344
317	0.02854703639
318	0.02848844161
319	0.02841942481
320	0.02837529968
321	0.02830928747
322	0.02823654619
323	0.02818367146
324	0.02811671375
325	0.02805781585
326	0.02802410117
327	0.02797738562
328	0.02790927798
329	0.0278493609
330	0.02779234029
331	0.02775022296
332	0.0276812344
333	0.02763383732
334	0.02758233487
335	0.02750243971
336	0.02747635512
337	0.02744027814
338	0.02738733039
339	0.02737472084
340	0.02731374094
341	0.0272981538
342	0.02723463725
343	0.0271914015
344	0.02714421979
345	0.02711046209
346	0.02709532086
347	0.02705547194
348	0.02701112809
349	0.02695967694
350	0.02690974355
351	0.02686477141
352	0.02681494461
353	0.02675812971
354	0.02671190484
355	0.026660213
356	0.02660479807
357	0.02655618136
358	0.0265464739
359	0.02649489543
360	0.02644234036
361	0.02641674558
362	0.026379458
363	0.02635203663
364	0.02628511398
365	0.02627771157
366	0.02620394852
367	0.02617470845
368	0.02612177591
369	0.02606332236
370	0.02601650585
371	0.02597337905
372	0.02591954962
373	0.02586370283
374	0.02582797003
375	0.02577412349
376	0.02574120383
377	0.02567717149
378	0.02564480718
379	0.0256167471
380	0.02557943417
381	0.02550879456
382	0.02547610571
383	0.02543718609
384	0.02539441647
385	0.02538635224
386	0.02533386653
387	0.02529408042
388	0.02525563371
389	0.02521494686
390	0.02519673409
391	0.0251327562
392	0.02510475
393	0.02506913174
394	0.02502384995
395	0.02499792627
396	0.02494103672
397	0.02489668843
398	0.02484271957
399	0.02479974256
400	0.02475713073
401	0.02472001622
402	0.02468820239
